user_id,signup_date,age,gender,country,device,os_version,app_version,language,acquisition_channel,subscription_type,last_active_date,churned_30d,sessions_7d,views,likes,avg_watch_time_sec,credits_purchased,credits_spent,episodes_completed,top_show_id,top_show_title,top_show_genre,top_show_launch_date,top_show_episode_count,event_count,recency_days,unique_event_types
00d04bb6-d3a6-41f0-b762-4f0e5f1b85f2,2024-09-12 00:00:00+00:00,36,F,Argentina,Android,13,1.13.4,es,google_ads,basic,2025-05-12 00:00:00+00:00,1,2,5,0,195,10,10,8,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,73,162,7
00dba2c9-3794-4182-a41a-a19a601356af,2024-09-10 00:00:00+00:00,30,M,Spain,Android,13,1.8.4,es,tiktok,none,2025-09-14 00:00:00+00:00,1,2,13,1,103,0,0,2,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,32,68,7
01150475-bf02-4260-9b50-354453187c41,2024-09-09 00:00:00+00:00,46,M,Venezuela,Android,13,1.12.2,es,organic,none,2025-06-04 00:00:00+00:00,1,2,12,2,59,15,15,3,bf2189f7-c685-43bd-86d2-2112d093d224,Pasión a Domicilio,Romance,2024-09-01,45,38,156,7
011b213f-5fe7-461a-b24e-8af673f20570,2024-05-23 00:00:00+00:00,37,F,Colombia,iOS,17,1.11.0,es,instagram,none,2025-07-24 00:00:00+00:00,1,0,12,2,121,21,0,3,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,31,94,7
01576aa3-9d0f-4aa3-a5d3-49c75ad632fb,2025-07-22 00:00:00+00:00,48,M,Peru,Android,14,1.14.1,en,organic,none,2025-10-21 00:00:00+00:00,0,1,19,4,127,45,45,8,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,35,22,6
015ec727-3433-43e1-994a-6169e5465843,2024-01-13 00:00:00+00:00,24,M,Mexico,Android,13,1.14.1,es,instagram,none,2025-08-23 00:00:00+00:00,1,2,11,3,151,20,0,7,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,28,137,7
015ee932-0c2a-4e80-b595-b0bca9b2d275,2024-04-07 00:00:00+00:00,38,F,Spain,iOS,16,1.13.0,es,tiktok,none,2025-09-17 00:00:00+00:00,1,4,17,2,110,25,25,14,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,67,60,7
0167b499-103d-4410-bca3-7d0577639f08,2025-08-09 00:00:00+00:00,21,F,Colombia,Android,12,1.9.3,es,organic,basic,2025-08-10 00:00:00+00:00,1,6,20,0,171,0,0,8,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,29,72,7
01750d3a-589e-474e-a7f4-fd33c4eb6e56,2024-01-26 00:00:00+00:00,33,F,Colombia,Android,13,1.13.2,es,referral,none,2025-09-16 00:00:00+00:00,1,1,11,0,20,32,20,7,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,39,87,7
01793acd-aae0-448a-8ad4-ff66c4b749e0,2025-03-08 00:00:00+00:00,31,F,Mexico,Android,13,1.10.1,es,meta_ads,none,2025-10-05 00:00:00+00:00,0,6,17,1,111,0,0,2,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,35,26,7
018e5a9f-9373-4e1b-92f4-05562c8cd2a9,2024-02-11 00:00:00+00:00,50,M,Mexico,iOS,16,1.13.3,es,instagram,premium,2025-06-18 00:00:00+00:00,1,2,13,1,78,0,0,3,79672f1a-d85e-4721-9ecf-1265b87e9bb4,La Fugitiva,Acción,2025-03-10,35,37,131,7
01a1e819-7ae7-4fb4-a4b8-76705fc54dcd,2024-07-15 00:00:00+00:00,30,F,United States,Android,14,1.8.3,es,meta_ads,basic,2025-09-27 00:00:00+00:00,0,2,14,1,101,0,0,6,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,27,108,6
01a5a34b-3a8c-4d8f-b235-5b8db39fee55,2024-06-06 00:00:00+00:00,39,M,Peru,Android,12,1.8.3,es,meta_ads,basic,2025-10-10 00:00:00+00:00,0,5,12,1,98,0,0,8,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,33,30,7
01a689f7-fb21-450f-8fe5-40f78b691969,2024-08-11 00:00:00+00:00,40,F,Argentina,Android,12,1.8.1,es,instagram,none,2025-09-25 00:00:00+00:00,0,1,9,0,77,17,0,2,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,40,46,7
01c7965a-ccb4-44cf-a9c0-fab0a7a919a7,2024-05-09 00:00:00+00:00,13,F,United States,Android,14,1.13.3,es,tiktok,none,2025-10-18 00:00:00+00:00,0,0,6,0,37,16,16,0,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,59,27,7
01cb7169-f3aa-4602-824e-2c5e8c7e47a8,2024-03-04 00:00:00+00:00,34,F,Colombia,Android,12,1.14.4,es,organic,none,2025-10-16 00:00:00+00:00,0,4,15,7,153,27,27,17,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,33,11,7
01cfe97c-3154-4cb8-8503-667b908fa227,2024-08-04 00:00:00+00:00,34,M,Mexico,iOS,15,1.12.4,en,organic,none,2025-07-31 00:00:00+00:00,1,4,13,2,45,5,5,13,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,34,92,7
01d0b3c0-4639-4c27-ad89-66639b2a6f80,2024-01-21 00:00:00+00:00,29,Other,Colombia,Android,12,1.8.4,es,referral,none,2025-10-16 00:00:00+00:00,0,4,14,2,102,16,0,12,98eff27c-e737-46ec-9722-8cc78c7b5b0d,Dulce Vida,Romance,2025-05-15,40,29,32,6
01f10446-eb3a-4867-bad4-d787c968c679,2024-07-17 00:00:00+00:00,16,F,Venezuela,Android,12,1.12.4,es,organic,none,2025-09-09 00:00:00+00:00,1,3,19,1,185,7,7,17,bf2189f7-c685-43bd-86d2-2112d093d224,Pasión a Domicilio,Romance,2024-09-01,45,36,93,7
020e7ced-b280-42ca-880e-f526a13200ec,2024-01-03 00:00:00+00:00,40,F,Mexico,Android,13,1.8.2,es,organic,none,2025-10-09 00:00:00+00:00,0,2,9,0,175,26,26,3,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,65,12,7
022c4355-45ec-4d9e-9e86-310b18298e6c,2024-01-22 00:00:00+00:00,26,F,United States,iOS,16,1.11.1,es,organic,basic,2025-09-23 00:00:00+00:00,0,6,14,1,86,0,0,6,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,31,91,7
023057bf-b7d1-4eb7-8dfe-4fb1b09e2174,2024-05-03 00:00:00+00:00,23,F,Colombia,Android,14,1.12.4,es,organic,basic,2025-09-20 00:00:00+00:00,1,1,15,2,105,0,0,6,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,69,45,7
02358110-f431-4ab8-a6ed-3483817a9837,2024-01-23 00:00:00+00:00,29,M,Venezuela,Android,13,1.12.2,es,instagram,none,2025-08-12 00:00:00+00:00,1,4,15,3,113,41,15,18,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,28,105,7
02409ddb-f85e-4e9d-98bc-407ed24f5ecc,2024-05-30 00:00:00+00:00,24,F,Mexico,iOS,16,1.12.3,en,google_ads,none,2025-10-13 00:00:00+00:00,0,2,11,0,211,7,7,7,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,30,119,7
0251c22a-986c-4b01-9256-0329edbe3e25,2025-10-05 00:00:00+00:00,35,M,Colombia,iOS,15,1.13.2,es,organic,premium,2025-10-06 00:00:00+00:00,0,0,8,0,66,19,14,7,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,71,15,7
02520963-5519-4cd9-8032-073a47657057,2025-02-21 00:00:00+00:00,28,M,Mexico,Android,13,1.9.3,es,google_ads,basic,2025-09-01 00:00:00+00:00,1,1,9,0,241,0,0,7,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,32,62,7
02595fe2-482a-4222-8735-b0cdbaff4c81,2024-09-22 00:00:00+00:00,35,F,Argentina,Android,12,1.14.2,es,organic,basic,2025-08-21 00:00:00+00:00,1,1,20,2,178,12,7,9,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,31,83,7
025f0c39-77a1-40ac-9dd2-3cf51c7b7cb5,2024-02-10 00:00:00+00:00,31,F,Mexico,Android,12,1.8.3,es,tiktok,none,2025-08-12 00:00:00+00:00,1,3,30,6,165,12,11,16,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,36,147,7
02656b5e-2e19-4c70-8c99-7318631e6ed5,2024-10-08 00:00:00+00:00,34,F,Colombia,iOS,16,1.10.0,es,organic,none,2025-10-14 00:00:00+00:00,0,1,16,0,127,4,-6,5,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,66,12,7
02666913-d35c-45df-911e-585b8be3dd0d,2024-04-06 00:00:00+00:00,24,M,Spain,iOS,16,1.13.4,pt,organic,none,2025-08-30 00:00:00+00:00,1,2,15,1,20,14,14,9,98eff27c-e737-46ec-9722-8cc78c7b5b0d,Dulce Vida,Romance,2025-05-15,40,35,99,7
027db227-9331-4fe6-b7e3-e2da04c6b251,2024-06-25 00:00:00+00:00,28,F,Colombia,Android,12,1.12.1,en,organic,none,2025-07-02 00:00:00+00:00,1,2,12,1,99,7,7,13,79672f1a-d85e-4721-9ecf-1265b87e9bb4,La Fugitiva,Acción,2025-03-10,35,26,137,6
02c4ccc2-d3f4-4233-8fb9-14841cc49491,2024-05-30 00:00:00+00:00,27,F,Colombia,Android,12,1.8.1,es,tiktok,basic,2025-08-02 00:00:00+00:00,1,2,13,4,222,23,0,9,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,36,169,7
02c9eb2e-0700-46a1-afa2-85ebaa5d2bea,2024-01-03 00:00:00+00:00,19,F,Spain,Android,12,1.14.3,es,instagram,none,2025-08-22 00:00:00+00:00,1,1,9,0,20,23,20,1,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,32,134,7
02e07941-331b-4484-a3c8-1d55f5565fe9,2024-11-03 00:00:00+00:00,21,F,United States,iOS,16,1.10.3,es,organic,none,2025-09-01 00:00:00+00:00,1,0,14,1,98,33,17,8,79672f1a-d85e-4721-9ecf-1265b87e9bb4,La Fugitiva,Acción,2025-03-10,35,68,54,7
02e8e46b-bd77-4861-9644-19e5542541ba,2025-10-04 00:00:00+00:00,35,F,Mexico,Android,13,1.9.4,es,organic,none,2025-10-05 00:00:00+00:00,0,5,7,0,20,20,16,0,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,31,16,7
02e9e66c-3b01-4d6d-9583-8befdbb4e42a,2025-07-16 00:00:00+00:00,28,F,Mexico,iOS,15,1.11.2,es,tiktok,none,2025-10-16 00:00:00+00:00,0,2,22,4,126,0,0,11,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,63,8,7
02ed26ec-32e9-4ca5-b552-775d2547d298,2024-01-29 00:00:00+00:00,22,F,Venezuela,iOS,17,1.8.1,es,tiktok,basic,2025-09-19 00:00:00+00:00,1,3,15,2,166,0,0,12,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,32,76,7
02f4fed6-011f-430d-bb4a-39a53a7f7228,2024-05-23 00:00:00+00:00,28,F,Colombia,iOS,15,1.14.0,en,organic,none,2025-10-15 00:00:00+00:00,0,2,6,0,126,17,10,4,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,38,61,7
02f65e7c-8a59-4de8-844c-f11dbe1279f1,2024-01-29 00:00:00+00:00,28,M,Mexico,Android,13,1.12.3,es,instagram,basic,2025-09-16 00:00:00+00:00,1,4,18,5,112,0,0,12,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,33,61,7
03118934-dbcf-4853-9d4d-85da8fa5a678,2024-12-02 00:00:00+00:00,38,F,Colombia,iOS,15,1.14.3,es,organic,none,2025-10-16 00:00:00+00:00,0,4,18,3,181,25,25,14,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,62,17,7
03187a3b-002f-4bf8-bf1d-28c634ffc695,2024-03-30 00:00:00+00:00,31,F,Colombia,Android,14,1.11.1,es,google_ads,premium,2025-09-17 00:00:00+00:00,1,3,13,1,339,0,0,13,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,34,121,7
031b75fb-c80f-4328-96d0-b8e45d2dfd17,2024-06-23 00:00:00+00:00,21,M,Mexico,iOS,16,1.13.3,es,instagram,none,2025-10-09 00:00:00+00:00,0,3,18,1,186,23,9,12,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,33,17,7
0334f10c-f5c9-40dc-b8cf-acc980540258,2025-01-03 00:00:00+00:00,22,M,United States,iOS,16,1.10.2,es,meta_ads,basic,2025-10-09 00:00:00+00:00,0,1,16,4,115,0,0,15,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,30,104,7
034e5667-bcee-4564-8bc5-9ea5a3ca4ec4,2024-01-30 00:00:00+00:00,22,F,Venezuela,Android,14,1.10.3,es,instagram,basic,2025-08-18 00:00:00+00:00,1,2,8,0,20,0,0,2,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,60,65,7
0359c0d7-9ee8-4d18-9743-a04e6eeb3f91,2024-08-08 00:00:00+00:00,23,M,Venezuela,Android,13,1.10.3,es,organic,basic,2025-09-29 00:00:00+00:00,0,2,23,4,205,0,0,16,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,34,75,7
035a5c56-66b3-43b1-9f00-35e3cab1fc77,2024-07-26 00:00:00+00:00,35,F,Colombia,Android,13,1.14.0,en,organic,none,2025-09-24 00:00:00+00:00,0,2,8,1,127,10,-8,0,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,25,46,7
03690d26-3da7-4ee4-b516-ee8474f60767,2024-08-05 00:00:00+00:00,24,F,Colombia,Android,12,1.8.2,es,instagram,none,2025-08-27 00:00:00+00:00,1,1,10,0,70,5,1,4,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,60,58,7
036e27e9-94c8-4a63-b79f-d54167c07aef,2024-03-18 00:00:00+00:00,30,F,Colombia,Android,13,1.9.1,es,tiktok,none,2025-10-16 00:00:00+00:00,0,4,11,1,153,25,15,4,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,28,41,7
03850b19-2491-4f4e-ab03-ddb0741c4040,2024-05-01 00:00:00+00:00,20,F,Mexico,Android,12,1.9.0,es,organic,none,2025-10-09 00:00:00+00:00,0,1,15,0,113,37,25,6,98eff27c-e737-46ec-9722-8cc78c7b5b0d,Dulce Vida,Romance,2025-05-15,40,36,30,7
03918a4c-8cab-4cde-b141-aba496b1b6f2,2024-06-20 00:00:00+00:00,31,F,Venezuela,Android,13,1.13.2,es,organic,none,2025-09-16 00:00:00+00:00,1,2,14,0,20,57,25,2,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,29,85,6
039ad505-1118-41ec-8cd1-9a394d3b4fff,2024-09-12 00:00:00+00:00,37,F,Colombia,iOS,17,1.10.3,en,tiktok,basic,2025-09-23 00:00:00+00:00,0,2,14,0,152,8,1,5,bf2189f7-c685-43bd-86d2-2112d093d224,Pasión a Domicilio,Romance,2024-09-01,45,42,48,7
03aefa46-0cbe-41d3-8c9f-7b600927a8a9,2024-08-25 00:00:00+00:00,27,F,Colombia,Android,13,1.14.4,es,meta_ads,premium,2025-09-29 00:00:00+00:00,0,1,9,2,66,0,0,1,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,31,35,7
03b33929-c16d-4a85-bf58-2ec2ae813637,2024-09-01 00:00:00+00:00,30,F,Mexico,iOS,15,1.10.3,es,organic,basic,2024-09-02 00:00:00+00:00,1,1,8,0,62,0,0,2,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,59,78,7
03c3582a-753d-4340-90d1-45024fe0a0c7,2024-03-18 00:00:00+00:00,48,F,Argentina,Android,14,1.12.4,es,organic,basic,2025-10-18 00:00:00+00:00,0,3,17,1,159,21,20,11,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,67,43,7
03ce196d-adf0-4c28-ac02-d5d678c7b704,2024-04-02 00:00:00+00:00,29,F,Venezuela,Android,14,1.9.4,es,organic,none,2025-08-24 00:00:00+00:00,1,1,13,0,225,30,19,5,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,60,71,7
03d6b1c7-0e6c-46ab-a810-48de6ca576f0,2024-02-06 00:00:00+00:00,29,Other,Mexico,Android,12,1.14.2,es,tiktok,basic,2025-09-07 00:00:00+00:00,1,2,3,0,20,47,47,2,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,30,85,7
03e0182c-7aea-49b4-8254-df1c93bd439d,2024-03-17 00:00:00+00:00,20,F,United States,Android,14,1.9.1,es,organic,premium,2025-09-13 00:00:00+00:00,1,3,17,4,180,19,1,11,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,61,56,7
03e46076-68bd-4085-87ec-eeb967cd3217,2024-09-17 00:00:00+00:00,31,M,Mexico,Android,13,1.11.4,es,instagram,none,2025-09-24 00:00:00+00:00,0,3,19,2,157,9,9,7,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,60,34,7
03eef6ed-88e4-4aa6-8a63-87b64c9b2347,2025-08-13 00:00:00+00:00,29,M,Argentina,Android,12,1.8.2,es,instagram,basic,2025-09-28 00:00:00+00:00,0,4,14,2,206,33,22,17,79672f1a-d85e-4721-9ecf-1265b87e9bb4,La Fugitiva,Acción,2025-03-10,35,32,32,7
040b8347-8d1c-4648-a566-10de6f8d0400,2025-06-02 00:00:00+00:00,30,M,Mexico,Android,14,1.9.4,es,referral,none,2025-10-12 00:00:00+00:00,0,5,13,2,93,27,14,4,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,31,40,7
042700d9-64b5-43b1-ae9f-a1f1345742e6,2024-02-03 00:00:00+00:00,13,M,Mexico,Android,14,1.11.0,es,meta_ads,none,2025-09-25 00:00:00+00:00,0,0,12,1,122,2,2,3,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,63,37,7
0438dbcf-3153-458c-8666-225efac061a9,2024-04-07 00:00:00+00:00,32,F,Mexico,Android,14,1.9.0,es,organic,none,2025-09-09 00:00:00+00:00,1,2,17,2,36,9,-2,9,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,28,83,7
043f2d4a-7c6f-408f-8292-3e7c44156888,2024-06-23 00:00:00+00:00,30,M,Argentina,Android,12,1.14.2,es,organic,none,2025-08-01 00:00:00+00:00,1,2,13,0,122,55,49,0,79672f1a-d85e-4721-9ecf-1265b87e9bb4,La Fugitiva,Acción,2025-03-10,35,30,103,6
0442cb48-ad4d-463b-9f0f-0393c15630b7,2024-02-15 00:00:00+00:00,37,F,Colombia,Android,14,1.9.2,es,referral,basic,2025-07-10 00:00:00+00:00,1,1,19,1,97,0,0,13,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,31,179,7
047960ce-dc9a-4290-8a28-5eeb681e0834,2024-03-06 00:00:00+00:00,43,M,Colombia,Android,12,1.12.1,es,organic,none,2025-10-14 00:00:00+00:00,0,0,7,1,62,35,27,7,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,37,41,7
048f9b0c-54e5-40c3-9a0c-3ddfe59973f0,2024-02-08 00:00:00+00:00,28,M,Venezuela,iOS,16,1.14.0,es,google_ads,none,2025-10-14 00:00:00+00:00,0,4,15,1,112,4,4,12,bf2189f7-c685-43bd-86d2-2112d093d224,Pasión a Domicilio,Romance,2024-09-01,45,29,28,7
