user_id,proba_churn,pred_churn,threshold_used,model_file,scored_at_utc,signup_date,age,gender,country,device,os_version,app_version,language,acquisition_channel,subscription_type,last_active_date,sessions_7d,views,likes,avg_watch_time_sec,credits_purchased,credits_spent,episodes_completed,top_show_id,top_show_title,top_show_genre,top_show_launch_date,top_show_episode_count,bucket,churn_percentile,risk_segment
006d23f9-6d20-4b90-933a-4f22502e1009,0.9999999999997646,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-02-08 00:00:00+00:00,30,M,United States,Android,12,1.8.4,es,meta_ads,basic,2025-10-07 00:00:00+00:00,3,16,2,166,0,0,8,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,"(0.9, 1.0]",66.66,Medium Risk
007f34cd-af6e-421a-b9fa-a885e93c5e9d,0.9999999999053636,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-06-11 00:00:00+00:00,35,F,Colombia,Android,12,1.9.3,en,organic,none,2025-09-28 00:00:00+00:00,4,11,1,75,17,17,4,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,"(0.9, 1.0]",53.839999999999996,Medium Risk
007f6fcf-640a-4658-a1d6-2c32ac2391d2,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-09-04 00:00:00+00:00,36,F,Mexico,iOS,15,1.10.4,es,tiktok,premium,2025-05-08 00:00:00+00:00,0,8,2,32,0,0,9,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,"(0.9, 1.0]",89.67,High Risk
0087e216-5ecd-4e4c-a83e-750a9629d62b,0.9999999999991368,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-05-06 00:00:00+00:00,31,F,Colombia,Android,14,1.8.3,es,meta_ads,none,2025-07-16 00:00:00+00:00,5,19,2,37,0,0,10,79672f1a-d85e-4721-9ecf-1265b87e9bb4,La Fugitiva,Acción,2025-03-10,35,"(0.9, 1.0]",64.18,Medium Risk
0096b632-b7de-4773-b28d-6a6a8510509a,0.9994944396301778,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-05-19 00:00:00+00:00,18,M,Mexico,Android,12,1.10.2,es,meta_ads,basic,2025-10-07 00:00:00+00:00,3,12,1,105,0,0,15,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,"(0.9, 1.0]",10.74,Low Risk
009ed225-aa45-4fb4-b640-2b96bbf8f9b2,0.9999354217028178,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-02-09 00:00:00+00:00,13,M,Mexico,iOS,15,1.10.2,es,referral,none,2025-09-30 00:00:00+00:00,0,5,0,109,0,0,6,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,"(0.9, 1.0]",15.78,Low Risk
00bea83d-0273-498f-bb8d-b835f194dd13,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-06 00:00:00+00:00,29,F,Mexico,Android,13,1.9.2,es,referral,none,2025-08-03 00:00:00+00:00,1,5,0,109,32,20,4,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,"(0.9, 1.0]",89.67,High Risk
00cbc7f9-3d1d-4f56-b92f-e6eb8812139e,0.9999999950844916,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-05-01 00:00:00+00:00,25,F,Mexico,Android,14,1.9.3,en,tiktok,none,2024-05-02 00:00:00+00:00,0,2,0,111,0,0,3,98eff27c-e737-46ec-9722-8cc78c7b5b0d,Dulce Vida,Romance,2025-05-15,40,"(0.9, 1.0]",44.3,Medium Risk
00d04bb6-d3a6-41f0-b762-4f0e5f1b85f2,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-09-12 00:00:00+00:00,36,F,Argentina,Android,13,1.13.4,es,google_ads,basic,2025-05-12 00:00:00+00:00,2,5,0,195,10,10,8,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,"(0.9, 1.0]",89.67,High Risk
00dba2c9-3794-4182-a41a-a19a601356af,0.99999999976079,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-09-10 00:00:00+00:00,30,M,Spain,Android,13,1.8.4,es,tiktok,none,2025-09-14 00:00:00+00:00,2,13,1,103,0,0,2,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,"(0.9, 1.0]",51.78,Medium Risk
01150475-bf02-4260-9b50-354453187c41,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-09-09 00:00:00+00:00,46,M,Venezuela,Android,13,1.12.2,es,organic,none,2025-06-04 00:00:00+00:00,2,12,2,59,15,15,3,bf2189f7-c685-43bd-86d2-2112d093d224,Pasión a Domicilio,Romance,2024-09-01,45,"(0.9, 1.0]",89.67,High Risk
011b213f-5fe7-461a-b24e-8af673f20570,0.9999999999999,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-05-23 00:00:00+00:00,37,F,Colombia,iOS,17,1.11.0,es,instagram,none,2025-07-24 00:00:00+00:00,0,12,2,121,21,0,3,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,"(0.9, 1.0]",68.52000000000001,Medium Risk
01576aa3-9d0f-4aa3-a5d3-49c75ad632fb,0.9999754006607552,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2025-07-22 00:00:00+00:00,48,M,Peru,Android,14,1.14.1,en,organic,none,2025-10-21 00:00:00+00:00,1,19,4,127,45,45,8,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,"(0.9, 1.0]",18.54,Low Risk
015ec727-3433-43e1-994a-6169e5465843,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-13 00:00:00+00:00,24,M,Mexico,Android,13,1.14.1,es,instagram,none,2025-08-23 00:00:00+00:00,2,11,3,151,20,0,7,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,"(0.9, 1.0]",89.67,High Risk
015ee932-0c2a-4e80-b595-b0bca9b2d275,0.9999999957417284,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-04-07 00:00:00+00:00,38,F,Spain,iOS,16,1.13.0,es,tiktok,none,2025-09-17 00:00:00+00:00,4,17,2,110,25,25,14,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,"(0.9, 1.0]",44.6,Medium Risk
0167b499-103d-4410-bca3-7d0577639f08,0.9999999999988084,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2025-08-09 00:00:00+00:00,21,F,Colombia,Android,12,1.9.3,es,organic,basic,2025-08-10 00:00:00+00:00,6,20,0,171,0,0,8,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,"(0.9, 1.0]",63.56,Medium Risk
01750d3a-589e-474e-a7f4-fd33c4eb6e56,0.99999999998044,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-26 00:00:00+00:00,33,F,Colombia,Android,13,1.13.2,es,referral,none,2025-09-16 00:00:00+00:00,1,11,0,20,32,20,7,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,"(0.9, 1.0]",57.3,Medium Risk
01793acd-aae0-448a-8ad4-ff66c4b749e0,0.999955775720991,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2025-03-08 00:00:00+00:00,31,F,Mexico,Android,13,1.10.1,es,meta_ads,none,2025-10-05 00:00:00+00:00,6,17,1,111,0,0,2,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,"(0.9, 1.0]",17.0,Low Risk
018e5a9f-9373-4e1b-92f4-05562c8cd2a9,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-02-11 00:00:00+00:00,50,M,Mexico,iOS,16,1.13.3,es,instagram,premium,2025-06-18 00:00:00+00:00,2,13,1,78,0,0,3,79672f1a-d85e-4721-9ecf-1265b87e9bb4,La Fugitiva,Acción,2025-03-10,35,"(0.9, 1.0]",89.67,High Risk
01a1e819-7ae7-4fb4-a4b8-76705fc54dcd,0.9999999999999984,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-07-15 00:00:00+00:00,30,F,United States,Android,14,1.8.3,es,meta_ads,basic,2025-09-27 00:00:00+00:00,2,14,1,101,0,0,6,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,"(0.9, 1.0]",75.36,Medium Risk
01a5a34b-3a8c-4d8f-b235-5b8db39fee55,0.9999430770185306,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-06-06 00:00:00+00:00,39,M,Peru,Android,12,1.8.3,es,meta_ads,basic,2025-10-10 00:00:00+00:00,5,12,1,98,0,0,8,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,"(0.9, 1.0]",16.14,Low Risk
01a689f7-fb21-450f-8fe5-40f78b691969,0.999997843567454,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-08-11 00:00:00+00:00,40,F,Argentina,Android,12,1.8.1,es,instagram,none,2025-09-25 00:00:00+00:00,1,9,0,77,17,0,2,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,"(0.9, 1.0]",26.02,Low Risk
01c7965a-ccb4-44cf-a9c0-fab0a7a919a7,0.9993555770329494,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-05-09 00:00:00+00:00,13,F,United States,Android,14,1.13.3,es,tiktok,none,2025-10-18 00:00:00+00:00,0,6,0,37,16,16,0,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,"(0.9, 1.0]",10.100000000000001,Low Risk
01cb7169-f3aa-4602-824e-2c5e8c7e47a8,0.9995328484223412,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-03-04 00:00:00+00:00,34,F,Colombia,Android,12,1.14.4,es,organic,none,2025-10-16 00:00:00+00:00,4,15,7,153,27,27,17,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,"(0.9, 1.0]",10.879999999999999,Low Risk
01cfe97c-3154-4cb8-8503-667b908fa227,0.9999999999973692,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-08-04 00:00:00+00:00,34,M,Mexico,iOS,15,1.12.4,en,organic,none,2025-07-31 00:00:00+00:00,4,13,2,45,5,5,13,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,"(0.9, 1.0]",61.839999999999996,Medium Risk
01d0b3c0-4639-4c27-ad89-66639b2a6f80,0.999986383496491,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-21 00:00:00+00:00,29,Other,Colombia,Android,12,1.8.4,es,referral,none,2025-10-16 00:00:00+00:00,4,14,2,102,16,0,12,98eff27c-e737-46ec-9722-8cc78c7b5b0d,Dulce Vida,Romance,2025-05-15,40,"(0.9, 1.0]",20.32,Low Risk
01f10446-eb3a-4867-bad4-d787c968c679,0.9999999999999988,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-07-17 00:00:00+00:00,16,F,Venezuela,Android,12,1.12.4,es,organic,none,2025-09-09 00:00:00+00:00,3,19,1,185,7,7,17,bf2189f7-c685-43bd-86d2-2112d093d224,Pasión a Domicilio,Romance,2024-09-01,45,"(0.9, 1.0]",75.77000000000001,Medium Risk
020e7ced-b280-42ca-880e-f526a13200ec,0.999135847070922,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-03 00:00:00+00:00,40,F,Mexico,Android,13,1.8.2,es,organic,none,2025-10-09 00:00:00+00:00,2,9,0,175,26,26,3,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,"(0.9, 1.0]",9.719999999999999,Low Risk
022c4355-45ec-4d9e-9e86-310b18298e6c,0.9999999999996738,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-22 00:00:00+00:00,26,F,United States,iOS,16,1.11.1,es,organic,basic,2025-09-23 00:00:00+00:00,6,14,1,86,0,0,6,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,"(0.9, 1.0]",66.03999999999999,Medium Risk
023057bf-b7d1-4eb7-8dfe-4fb1b09e2174,0.9999991192034424,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-05-03 00:00:00+00:00,23,F,Colombia,Android,14,1.12.4,es,organic,basic,2025-09-20 00:00:00+00:00,1,15,2,105,0,0,6,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,"(0.9, 1.0]",28.78,Low Risk
02358110-f431-4ab8-a6ed-3483817a9837,0.9999999999999988,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-23 00:00:00+00:00,29,M,Venezuela,Android,13,1.12.2,es,instagram,none,2025-08-12 00:00:00+00:00,4,15,3,113,41,15,18,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,"(0.9, 1.0]",75.77000000000001,Medium Risk
02409ddb-f85e-4e9d-98bc-407ed24f5ecc,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-05-30 00:00:00+00:00,24,F,Mexico,iOS,16,1.12.3,en,google_ads,none,2025-10-13 00:00:00+00:00,2,11,0,211,7,7,7,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,"(0.9, 1.0]",89.67,High Risk
0251c22a-986c-4b01-9256-0329edbe3e25,0.9285071544256818,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2025-10-05 00:00:00+00:00,35,M,Colombia,iOS,15,1.13.2,es,organic,premium,2025-10-06 00:00:00+00:00,0,8,0,66,19,14,7,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,"(0.9, 1.0]",2.3,Low Risk
02520963-5519-4cd9-8032-073a47657057,0.9999999999930416,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2025-02-21 00:00:00+00:00,28,M,Mexico,Android,13,1.9.3,es,google_ads,basic,2025-09-01 00:00:00+00:00,1,9,0,241,0,0,7,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,"(0.9, 1.0]",59.48,Medium Risk
02595fe2-482a-4222-8735-b0cdbaff4c81,0.999999999999913,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-09-22 00:00:00+00:00,35,F,Argentina,Android,12,1.14.2,es,organic,basic,2025-08-21 00:00:00+00:00,1,20,2,178,12,7,9,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,"(0.9, 1.0]",68.76,Medium Risk
025f0c39-77a1-40ac-9dd2-3cf51c7b7cb5,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-02-10 00:00:00+00:00,31,F,Mexico,Android,12,1.8.3,es,tiktok,none,2025-08-12 00:00:00+00:00,3,30,6,165,12,11,16,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,"(0.9, 1.0]",89.67,High Risk
02656b5e-2e19-4c70-8c99-7318631e6ed5,0.9818838414382536,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-10-08 00:00:00+00:00,34,F,Colombia,iOS,16,1.10.0,es,organic,none,2025-10-14 00:00:00+00:00,1,16,0,127,4,-6,5,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,"(0.9, 1.0]",3.74,Low Risk
02666913-d35c-45df-911e-585b8be3dd0d,0.9999999999997724,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-04-06 00:00:00+00:00,24,M,Spain,iOS,16,1.13.4,pt,organic,none,2025-08-30 00:00:00+00:00,2,15,1,20,14,14,9,98eff27c-e737-46ec-9722-8cc78c7b5b0d,Dulce Vida,Romance,2025-05-15,40,"(0.9, 1.0]",66.8,Medium Risk
027db227-9331-4fe6-b7e3-e2da04c6b251,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-06-25 00:00:00+00:00,28,F,Colombia,Android,12,1.12.1,en,organic,none,2025-07-02 00:00:00+00:00,2,12,1,99,7,7,13,79672f1a-d85e-4721-9ecf-1265b87e9bb4,La Fugitiva,Acción,2025-03-10,35,"(0.9, 1.0]",89.67,High Risk
02c4ccc2-d3f4-4233-8fb9-14841cc49491,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-05-30 00:00:00+00:00,27,F,Colombia,Android,12,1.8.1,es,tiktok,basic,2025-08-02 00:00:00+00:00,2,13,4,222,23,0,9,0cc505ef-9797-4e00-af1f-89e047594101,Amor a Muerte,Drama,2024-11-05,50,"(0.9, 1.0]",89.67,High Risk
02c9eb2e-0700-46a1-afa2-85ebaa5d2bea,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-03 00:00:00+00:00,19,F,Spain,Android,12,1.14.3,es,instagram,none,2025-08-22 00:00:00+00:00,1,9,0,20,23,20,1,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,"(0.9, 1.0]",89.67,High Risk
02e07941-331b-4484-a3c8-1d55f5565fe9,0.999999970810172,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-11-03 00:00:00+00:00,21,F,United States,iOS,16,1.10.3,es,organic,none,2025-09-01 00:00:00+00:00,0,14,1,98,33,17,8,79672f1a-d85e-4721-9ecf-1265b87e9bb4,La Fugitiva,Acción,2025-03-10,35,"(0.9, 1.0]",38.62,Low Risk
02e8e46b-bd77-4861-9644-19e5542541ba,0.968047589724886,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2025-10-04 00:00:00+00:00,35,F,Mexico,Android,13,1.9.4,es,organic,none,2025-10-05 00:00:00+00:00,5,7,0,20,20,16,0,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,"(0.9, 1.0]",3.2199999999999998,Low Risk
02e9e66c-3b01-4d6d-9583-8befdbb4e42a,0.9792712890545728,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2025-07-16 00:00:00+00:00,28,F,Mexico,iOS,15,1.11.2,es,tiktok,none,2025-10-16 00:00:00+00:00,2,22,4,126,0,0,11,6a8c74e5-e7ea-40e1-a506-40f9155fba35,Código Peligro,Acción,2025-04-02,38,"(0.9, 1.0]",3.62,Low Risk
02ed26ec-32e9-4ca5-b552-775d2547d298,0.9999999999988098,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-29 00:00:00+00:00,22,F,Venezuela,iOS,17,1.8.1,es,tiktok,basic,2025-09-19 00:00:00+00:00,3,15,2,166,0,0,12,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,"(0.9, 1.0]",63.580000000000005,Medium Risk
02f4fed6-011f-430d-bb4a-39a53a7f7228,0.9999999990402468,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-05-23 00:00:00+00:00,28,F,Colombia,iOS,15,1.14.0,en,organic,none,2025-10-15 00:00:00+00:00,2,6,0,126,17,10,4,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,"(0.9, 1.0]",48.36,Medium Risk
02f65e7c-8a59-4de8-844c-f11dbe1279f1,0.9999999989092948,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-01-29 00:00:00+00:00,28,M,Mexico,Android,13,1.12.3,es,instagram,basic,2025-09-16 00:00:00+00:00,4,18,5,112,0,0,12,6c110fa9-2275-49c5-b0da-a635dcc5c65a,Corazones en Llamas,Romance,2025-07-10,25,"(0.9, 1.0]",47.96,Medium Risk
03118934-dbcf-4853-9d4d-85da8fa5a678,0.9999103165979968,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-12-02 00:00:00+00:00,38,F,Colombia,iOS,15,1.14.3,es,organic,none,2025-10-16 00:00:00+00:00,4,18,3,181,25,25,14,f4002254-6a02-4e6d-964e-35ce7f8b81c6,Destino Cruzado,Drama,2025-02-14,42,"(0.9, 1.0]",14.92,Low Risk
03187a3b-002f-4bf8-bf1d-28c634ffc695,1.0,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-03-30 00:00:00+00:00,31,F,Colombia,Android,14,1.11.1,es,google_ads,premium,2025-09-17 00:00:00+00:00,3,13,1,339,0,0,13,9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,La Bandida que me Amó,Comedia,2025-01-20,30,"(0.9, 1.0]",89.67,High Risk
031b75fb-c80f-4328-96d0-b8e45d2dfd17,0.9999886571414184,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2024-06-23 00:00:00+00:00,21,M,Mexico,iOS,16,1.13.3,es,instagram,none,2025-10-09 00:00:00+00:00,3,18,1,186,23,9,12,a5307ab1-aa69-41f3-ad44-6d94b939f176,Huellas del Pasado,Misterio,2024-12-12,33,"(0.9, 1.0]",20.919999999999998,Low Risk
0334f10c-f5c9-40dc-b8cf-acc980540258,0.9999999999999982,1,0.070787230849981,churn_model_logreg.pkl,2025-10-27T11:24:08,2025-01-03 00:00:00+00:00,22,M,United States,iOS,16,1.10.2,es,meta_ads,basic,2025-10-09 00:00:00+00:00,1,16,4,115,0,0,15,47b511a2-d290-4866-a496-bc76a4d7f721,Sombra de Venganza,Thriller,2025-06-30,28,"(0.9, 1.0]",75.14,Medium Risk
