feature,importance
signup_date_2025-06-20 00:00:00+00:00,0.0027395582804998386
app_version_1.11.0,0.002734428412625887
app_version_1.13.2,0.002732145476298631
top_show_id_9eff2f7e-04d1-48ba-a1bc-c2f6cc48d5fc,0.0026889572212734454
app_version_1.11.2,0.0026879054795502814
app_version_1.8.2,0.0026578938857915848
signup_date_2025-10-07 00:00:00+00:00,0.002657390977582546
top_show_title_Destino Cruzado,0.0026526738159438103
top_show_launch_date_2025-01-20,0.002644210752662177
app_version_1.14.4,0.0026220791136506677
signup_date_2025-10-20 00:00:00+00:00,0.0026105161668873943
app_version_1.13.0,0.0026074813847855004
app_version_1.12.2,0.002599044164357493
app_version_1.11.1,0.002597065182416133
app_version_1.10.4,0.0025954844739948094
app_version_1.14.3,0.002571485440741261
app_version_1.9.1,0.0025606156688342267
app_version_1.8.4,0.002480700325984408
app_version_1.10.2,0.0024762814735661658
app_version_1.13.3,0.0024674691474746886
app_version_1.13.1,0.002449575855974723
app_version_1.8.3,0.002445765482939393
top_show_title_Huellas del Pasado,0.002430962806973118
top_show_launch_date_2024-12-12,0.0024085059928566073
top_show_id_a5307ab1-aa69-41f3-ad44-6d94b939f176,0.00240690554116914
app_version_1.9.2,0.0024024274868902256
app_version_1.9.0,0.0023953223450406446
signup_date_2025-02-13 00:00:00+00:00,0.0023930971050818155
app_version_1.12.4,0.002375333780045425
app_version_1.8.0,0.0023639521320814915
signup_date_2025-01-01 00:00:00+00:00,0.00236293653364132
language_pt,0.0023571823859433834
signup_date_2025-02-16 00:00:00+00:00,0.0023460117123255786
top_show_genre_Misterio,0.0023436795888940125
app_version_1.10.3,0.0023346539864939776
signup_date_2025-09-07 00:00:00+00:00,0.002261305058152535
signup_date_2025-09-13 00:00:00+00:00,0.002194073021460611
signup_date_2025-10-18 00:00:00+00:00,0.0021164550842313235
signup_date_2024-12-27 00:00:00+00:00,0.002088903443901991
signup_date_2025-07-16 00:00:00+00:00,0.0020858870012785274
signup_date_2025-01-02 00:00:00+00:00,0.002079218924950477
signup_date_2025-09-28 00:00:00+00:00,0.002012703044904417
signup_date_2025-08-07 00:00:00+00:00,0.0019294737920786586
signup_date_2025-06-15 00:00:00+00:00,0.0019009891209790352
signup_date_2024-12-26 00:00:00+00:00,0.0018965681745723333
signup_date_2025-02-21 00:00:00+00:00,0.0018634523777567107
signup_date_2025-03-15 00:00:00+00:00,0.0018499919711766353
signup_date_2025-04-26 00:00:00+00:00,0.0018200971284586499
gender_Other,0.0017483805894124996
signup_date_2025-03-06 00:00:00+00:00,0.0017454652662744537
signup_date_2025-09-14 00:00:00+00:00,0.0017361193151732878
signup_date_2025-08-02 00:00:00+00:00,0.0016596548608020542
signup_date_2025-01-10 00:00:00+00:00,0.0016566224184667053
signup_date_2025-09-22 00:00:00+00:00,0.0016397770718646204
signup_date_2025-02-26 00:00:00+00:00,0.001608612884745571
signup_date_2025-01-12 00:00:00+00:00,0.0015608385074421867
signup_date_2025-06-12 00:00:00+00:00,0.0015545944481221254
signup_date_2025-10-02 00:00:00+00:00,0.0015377977456455182
signup_date_2025-04-21 00:00:00+00:00,0.001512979513394147
signup_date_2025-10-19 00:00:00+00:00,0.0015104265222173972
signup_date_2025-02-15 00:00:00+00:00,0.001504661161841115
signup_date_2025-05-11 00:00:00+00:00,0.0015009110493520487
signup_date_2025-02-24 00:00:00+00:00,0.0014638149665957467
signup_date_2025-10-17 00:00:00+00:00,0.0014568537630498507
signup_date_2025-01-23 00:00:00+00:00,0.0014512156096876574
signup_date_2025-05-08 00:00:00+00:00,0.0014411098257461849
signup_date_2025-03-31 00:00:00+00:00,0.001418139435247643
signup_date_2025-10-06 00:00:00+00:00,0.0014159709053939218
signup_date_2025-07-18 00:00:00+00:00,0.0014031127820766124
signup_date_2025-04-28 00:00:00+00:00,0.001398399767077305
signup_date_2024-12-17 00:00:00+00:00,0.0013886481309130208
signup_date_2025-09-29 00:00:00+00:00,0.0013649745292977136
signup_date_2025-10-14 00:00:00+00:00,0.001363959617975422
signup_date_2025-09-25 00:00:00+00:00,0.0013559201762112269
signup_date_2025-04-08 00:00:00+00:00,0.0013555544161559922
signup_date_2025-02-22 00:00:00+00:00,0.001339002447700659
signup_date_2025-05-03 00:00:00+00:00,0.001334148223385187
signup_date_2025-09-21 00:00:00+00:00,0.0013273341607867098
signup_date_2025-02-28 00:00:00+00:00,0.0012951661406981091
signup_date_2025-03-24 00:00:00+00:00,0.001293972091015774
signup_date_2025-08-31 00:00:00+00:00,0.0012931793591671942
signup_date_2025-07-22 00:00:00+00:00,0.00128592175895312
signup_date_2025-02-23 00:00:00+00:00,0.001284929114846563
signup_date_2025-07-07 00:00:00+00:00,0.001280393326563658
signup_date_2025-01-18 00:00:00+00:00,0.001277282961167108
signup_date_2025-05-22 00:00:00+00:00,0.001269629085521277
signup_date_2025-09-10 00:00:00+00:00,0.0012605900039935323
signup_date_2025-04-09 00:00:00+00:00,0.0012287166201802038
signup_date_2025-01-21 00:00:00+00:00,0.0011886783223379067
signup_date_2025-08-20 00:00:00+00:00,0.0011854721937083782
signup_date_2025-10-16 00:00:00+00:00,0.0011828941337609171
signup_date_2025-01-16 00:00:00+00:00,0.0011820788497601755
signup_date_2025-06-17 00:00:00+00:00,0.0011649383603414389
signup_date_2025-04-30 00:00:00+00:00,0.0011627383324091904
signup_date_2025-05-05 00:00:00+00:00,0.0011586053462169534
signup_date_2025-08-13 00:00:00+00:00,0.0011575108455562566
signup_date_2025-06-08 00:00:00+00:00,0.0011573329568382237
signup_date_2025-02-19 00:00:00+00:00,0.0011117013999308826
signup_date_2025-10-05 00:00:00+00:00,0.0011115073041090687
signup_date_2024-01-10 00:00:00+00:00,0.00110184584620674
signup_date_2025-01-25 00:00:00+00:00,0.0010918778577358066
signup_date_2025-07-14 00:00:00+00:00,0.001067897835456173
signup_date_2025-10-10 00:00:00+00:00,0.001053874604895026
signup_date_2025-01-06 00:00:00+00:00,0.0010463368616749707
signup_date_2025-02-20 00:00:00+00:00,0.001034882979790383
signup_date_2025-10-15 00:00:00+00:00,0.0010249721136850532
signup_date_2024-12-06 00:00:00+00:00,0.0010211582421512202
signup_date_2025-09-30 00:00:00+00:00,0.0010156282300504654
signup_date_2025-02-05 00:00:00+00:00,0.0010071189163736354
signup_date_2025-05-13 00:00:00+00:00,0.0010052884877877505
signup_date_2025-10-13 00:00:00+00:00,0.0009992130837699377
signup_date_2025-07-15 00:00:00+00:00,0.0009985749461751921
signup_date_2025-09-08 00:00:00+00:00,0.0009982710407485723
signup_date_2025-03-20 00:00:00+00:00,0.000970525040855484
signup_date_2025-03-12 00:00:00+00:00,0.000959674708073096
signup_date_2025-09-23 00:00:00+00:00,0.0009582357546492059
signup_date_2025-01-20 00:00:00+00:00,0.0009533091749172924
signup_date_2025-08-22 00:00:00+00:00,0.0009381701659121993
signup_date_2025-02-17 00:00:00+00:00,0.0009286326127576106
signup_date_2025-09-02 00:00:00+00:00,0.0009239666773405357
signup_date_2025-04-11 00:00:00+00:00,0.000913645907764008
signup_date_2025-08-09 00:00:00+00:00,0.0009121024164948559
signup_date_2025-02-25 00:00:00+00:00,0.0009080434580370218
signup_date_2025-02-03 00:00:00+00:00,0.000906563398025397
signup_date_2025-03-18 00:00:00+00:00,0.0008936768864983631
signup_date_2024-12-09 00:00:00+00:00,0.0008901147412703481
signup_date_2025-09-12 00:00:00+00:00,0.0008883282205430944
signup_date_2025-09-16 00:00:00+00:00,0.0008845723627711621
signup_date_2025-09-11 00:00:00+00:00,0.0008609688152337522
signup_date_2025-01-09 00:00:00+00:00,0.0008589653896138717
signup_date_2024-12-05 00:00:00+00:00,0.0008588593575310846
signup_date_2025-07-10 00:00:00+00:00,0.0008584852373179725
signup_date_2025-06-09 00:00:00+00:00,0.0008526355410199619
signup_date_2025-01-11 00:00:00+00:00,0.0008499136703561831
signup_date_2025-03-16 00:00:00+00:00,0.0008444784328892528
signup_date_2025-04-14 00:00:00+00:00,0.0008413712708842757
signup_date_2025-07-24 00:00:00+00:00,0.0008393763684480676
signup_date_2025-01-29 00:00:00+00:00,0.0008263991261658009
signup_date_2025-10-04 00:00:00+00:00,0.0008234085246866975
signup_date_2025-10-12 00:00:00+00:00,0.0008150571089062686
signup_date_2025-09-04 00:00:00+00:00,0.0007842938274701722
signup_date_2024-03-27 00:00:00+00:00,0.0007805954310022443
signup_date_2025-08-23 00:00:00+00:00,0.0007790993520427661
signup_date_2025-04-07 00:00:00+00:00,0.0007786269691293066
signup_date_2025-01-24 00:00:00+00:00,0.0007785157957044312
signup_date_2025-07-12 00:00:00+00:00,0.000771526141362928
signup_date_2024-01-17 00:00:00+00:00,0.0007714486086742999
signup_date_2024-12-18 00:00:00+00:00,0.000765924429301621
signup_date_2025-02-08 00:00:00+00:00,0.0007653720441511378
signup_date_2025-01-22 00:00:00+00:00,0.0007637966958324108
signup_date_2025-01-17 00:00:00+00:00,0.0007623355459083419
signup_date_2024-01-08 00:00:00+00:00,0.0007421207767263196
signup_date_2025-01-08 00:00:00+00:00,0.0007334503860549237
signup_date_2024-01-12 00:00:00+00:00,0.0007227532989304926
signup_date_2025-03-21 00:00:00+00:00,0.0007176338934003613
signup_date_2024-01-06 00:00:00+00:00,0.0007086461597242186
signup_date_2025-09-26 00:00:00+00:00,0.0006971759131141212
signup_date_2025-08-04 00:00:00+00:00,0.0006838826144924825
signup_date_2025-04-10 00:00:00+00:00,0.0006787323025028372
signup_date_2025-01-28 00:00:00+00:00,0.0006754573102626566
signup_date_2025-08-14 00:00:00+00:00,0.0006726064773018081
signup_date_2025-07-27 00:00:00+00:00,0.000671674797273013
signup_date_2025-06-29 00:00:00+00:00,0.0006687533199674412
signup_date_2025-06-14 00:00:00+00:00,0.0006625636835960694
signup_date_2025-07-30 00:00:00+00:00,0.0006580307148170303
signup_date_2024-12-16 00:00:00+00:00,0.0006477079462065504
signup_date_2025-04-25 00:00:00+00:00,0.0006463701510753182
signup_date_2025-09-19 00:00:00+00:00,0.0006460027343475729
signup_date_2025-08-25 00:00:00+00:00,0.000642524515968458
signup_date_2025-06-13 00:00:00+00:00,0.0006387506961153755
signup_date_2025-08-11 00:00:00+00:00,0.0006355359294651137
signup_date_2025-04-20 00:00:00+00:00,0.0006270881350566122
signup_date_2025-06-16 00:00:00+00:00,0.0006159018396655491
signup_date_2025-06-11 00:00:00+00:00,0.0006127871111756059
signup_date_2025-08-29 00:00:00+00:00,0.000603530060017375
signup_date_2025-04-24 00:00:00+00:00,0.0006029115275330763
signup_date_2025-03-11 00:00:00+00:00,0.0005999713835044077
signup_date_2025-09-18 00:00:00+00:00,0.0005913182651466499
signup_date_2025-03-19 00:00:00+00:00,0.0005832707760994294
signup_date_2025-06-10 00:00:00+00:00,0.0005711164902392489
signup_date_2025-06-30 00:00:00+00:00,0.0005688359100450494
signup_date_2025-09-05 00:00:00+00:00,0.000549565377688701
signup_date_2025-07-05 00:00:00+00:00,0.000548898041680325
signup_date_2024-01-18 00:00:00+00:00,0.0005438520324287548
signup_date_2025-02-01 00:00:00+00:00,0.0005415649067374184
signup_date_2025-09-27 00:00:00+00:00,0.0005409982292511246
signup_date_2024-12-31 00:00:00+00:00,0.000539432421782422
signup_date_2025-04-29 00:00:00+00:00,0.0005365781044586887
signup_date_2025-05-29 00:00:00+00:00,0.0005340659403241435
signup_date_2024-01-14 00:00:00+00:00,0.0005294357610771802
signup_date_2025-04-16 00:00:00+00:00,0.0005194864646767465
signup_date_2024-01-03 00:00:00+00:00,0.0005080717649304249
signup_date_2025-09-15 00:00:00+00:00,0.0005031533274671442
signup_date_2024-01-13 00:00:00+00:00,0.000492690282488187
signup_date_2025-03-03 00:00:00+00:00,0.0004926753263548335
signup_date_2025-04-02 00:00:00+00:00,0.0004907905100570156
signup_date_2025-10-01 00:00:00+00:00,0.00048757087208612174
signup_date_2025-08-30 00:00:00+00:00,0.0004854673273647192
signup_date_2025-03-01 00:00:00+00:00,0.00047919593311917494
signup_date_2024-01-27 00:00:00+00:00,0.0004780068595629141
signup_date_2025-08-24 00:00:00+00:00,0.0004770548275467121
signup_date_2024-02-21 00:00:00+00:00,0.00047497750365454506
signup_date_2024-12-21 00:00:00+00:00,0.00047079471326902454
signup_date_2025-07-26 00:00:00+00:00,0.00046785547989170633
signup_date_2025-06-25 00:00:00+00:00,0.00046768863314525726
signup_date_2025-10-21 00:00:00+00:00,0.0004673186465498455
signup_date_2025-05-23 00:00:00+00:00,0.00046672000983943895
signup_date_2024-02-27 00:00:00+00:00,0.00045853392005013716
signup_date_2025-04-17 00:00:00+00:00,0.00045211773853715784
signup_date_2025-03-30 00:00:00+00:00,0.00045093050276358326
signup_date_2025-03-23 00:00:00+00:00,0.00044901903354199827
signup_date_2025-07-31 00:00:00+00:00,0.00044430610090220456
signup_date_2024-01-09 00:00:00+00:00,0.00044349507369600646
signup_date_2024-01-21 00:00:00+00:00,0.0004409908102591898
signup_date_2025-08-12 00:00:00+00:00,0.00044069942594177243
signup_date_2025-05-25 00:00:00+00:00,0.0004399268631207143
signup_date_2025-04-15 00:00:00+00:00,0.0004383411793606885
signup_date_2025-08-27 00:00:00+00:00,0.000434410979869015
signup_date_2024-02-18 00:00:00+00:00,0.00043094487858577943
signup_date_2025-03-25 00:00:00+00:00,0.00043072797767608576
signup_date_2025-03-27 00:00:00+00:00,0.0004263372174069515
signup_date_2024-12-22 00:00:00+00:00,0.00041528457293667676
signup_date_2025-08-01 00:00:00+00:00,0.0004149889798185135
signup_date_2025-06-28 00:00:00+00:00,0.00041025123029316007
signup_date_2024-12-14 00:00:00+00:00,0.0004045598453045059
signup_date_2025-10-09 00:00:00+00:00,0.00040349529976993156
signup_date_2024-12-12 00:00:00+00:00,0.0004019579444457646
signup_date_2025-01-07 00:00:00+00:00,0.0004007695195374243
signup_date_2025-07-11 00:00:00+00:00,0.0004005949009459077
signup_date_2024-03-02 00:00:00+00:00,0.00040040159402979496
signup_date_2025-07-06 00:00:00+00:00,0.0003957783877622183
signup_date_2025-03-05 00:00:00+00:00,0.00039377170483080446
signup_date_2024-01-30 00:00:00+00:00,0.000393276743900254
signup_date_2024-12-28 00:00:00+00:00,0.0003928022795775049
signup_date_2024-01-22 00:00:00+00:00,0.00039182316644555826
signup_date_2024-02-01 00:00:00+00:00,0.0003909782240604217
signup_date_2024-02-20 00:00:00+00:00,0.00039076579789803205
signup_date_2025-05-28 00:00:00+00:00,0.0003881683744672258
signup_date_2025-03-14 00:00:00+00:00,0.00038550765563518714
signup_date_2024-03-17 00:00:00+00:00,0.00038380858764495345
signup_date_2025-01-04 00:00:00+00:00,0.00038130945709698573
signup_date_2025-04-22 00:00:00+00:00,0.0003809569730261789
signup_date_2025-09-20 00:00:00+00:00,0.0003739137356561618
signup_date_2024-02-04 00:00:00+00:00,0.00036572382110980974
signup_date_2025-10-03 00:00:00+00:00,0.0003628782165475287
signup_date_2025-07-02 00:00:00+00:00,0.00036098424382854537
signup_date_2025-08-16 00:00:00+00:00,0.00035854541973493343
signup_date_2025-07-19 00:00:00+00:00,0.00035831583717839253
signup_date_2025-04-19 00:00:00+00:00,0.00035760220607206615
signup_date_2024-02-08 00:00:00+00:00,0.000353999419570584
signup_date_2024-12-11 00:00:00+00:00,0.0003539134672760515
signup_date_2025-01-14 00:00:00+00:00,0.00035367608842829337
signup_date_2024-01-15 00:00:00+00:00,0.0003536285265367839
signup_date_2025-06-04 00:00:00+00:00,0.00034830328960530106
signup_date_2025-05-02 00:00:00+00:00,0.00034545342363603236
signup_date_2025-03-10 00:00:00+00:00,0.00034392437441568613
signup_date_2025-07-04 00:00:00+00:00,0.00034373839048401503
signup_date_2024-02-17 00:00:00+00:00,0.00034230764366037237
signup_date_2025-03-04 00:00:00+00:00,0.00033707878606568367
signup_date_2025-03-26 00:00:00+00:00,0.0003363947190144358
signup_date_2024-12-08 00:00:00+00:00,0.00033421998269391324
signup_date_2024-02-26 00:00:00+00:00,0.00033415395607199605
signup_date_2024-12-19 00:00:00+00:00,0.0003340437278750122
signup_date_2024-03-13 00:00:00+00:00,0.0003339184330863614
signup_date_2025-01-31 00:00:00+00:00,0.00032774014247346405
signup_date_2025-02-02 00:00:00+00:00,0.0003228076800393985
signup_date_2024-04-25 00:00:00+00:00,0.00032278841576069065
signup_date_2025-01-03 00:00:00+00:00,0.0003197199350164437
signup_date_2025-03-08 00:00:00+00:00,0.0003192480078151105
signup_date_2025-01-13 00:00:00+00:00,0.00031882085943988844
signup_date_2025-02-06 00:00:00+00:00,0.0003166882189425565
signup_date_2025-03-07 00:00:00+00:00,0.0003155884496367609
signup_date_2025-04-05 00:00:00+00:00,0.0003142823550967011
signup_date_2025-07-25 00:00:00+00:00,0.0003136164711554538
signup_date_2025-04-06 00:00:00+00:00,0.00030987995817920025
signup_date_2024-01-31 00:00:00+00:00,0.00030693494792930187
signup_date_2024-01-19 00:00:00+00:00,0.00030686352377632195
signup_date_2024-12-20 00:00:00+00:00,0.0003042232318289097
signup_date_2024-01-25 00:00:00+00:00,0.0003001266568635161
signup_date_2025-02-14 00:00:00+00:00,0.0002922674553064877
signup_date_2025-02-10 00:00:00+00:00,0.0002921249876889073
signup_date_2025-10-08 00:00:00+00:00,0.00029007512801458774
signup_date_2024-02-05 00:00:00+00:00,0.00028155966129193437
signup_date_2024-05-08 00:00:00+00:00,0.00026968286458745126
signup_date_2024-02-23 00:00:00+00:00,0.0002685915859112322
signup_date_2024-01-11 00:00:00+00:00,0.00026814355212361645
signup_date_2024-01-07 00:00:00+00:00,0.000268079558974234
signup_date_2024-12-30 00:00:00+00:00,0.0002674580510687854
signup_date_2024-02-02 00:00:00+00:00,0.0002595344727081948
signup_date_2024-02-22 00:00:00+00:00,0.0002588911663830091
signup_date_2024-04-24 00:00:00+00:00,0.00025861733890511317
signup_date_2025-04-12 00:00:00+00:00,0.00025420292799280313
signup_date_2024-05-19 00:00:00+00:00,0.00024867577926675086
signup_date_2024-04-18 00:00:00+00:00,0.0002463265131862875
signup_date_2025-06-03 00:00:00+00:00,0.00024418964979162515
signup_date_2025-04-23 00:00:00+00:00,0.00024030410806575298
signup_date_2024-03-28 00:00:00+00:00,0.0002377723886039168
signup_date_2024-03-12 00:00:00+00:00,0.00023769713250129383
signup_date_2025-08-03 00:00:00+00:00,0.0002363644450674586
signup_date_2025-05-09 00:00:00+00:00,0.00023634955968674783
signup_date_2025-04-27 00:00:00+00:00,0.000236025246907737
signup_date_2024-03-24 00:00:00+00:00,0.00023571426177356885
signup_date_2024-03-23 00:00:00+00:00,0.00023265276145902688
signup_date_2025-05-21 00:00:00+00:00,0.0002315964412120732
signup_date_2024-02-16 00:00:00+00:00,0.00022739499844444337
signup_date_2024-04-08 00:00:00+00:00,0.00022609082664223893
signup_date_2024-04-01 00:00:00+00:00,0.00022469927999236284
signup_date_2024-04-11 00:00:00+00:00,0.00022404248003441714
signup_date_2024-01-26 00:00:00+00:00,0.00022388264513685467
signup_date_2024-03-22 00:00:00+00:00,0.00022190749725859704
signup_date_2024-06-08 00:00:00+00:00,0.00022038236083657796
signup_date_2024-06-23 00:00:00+00:00,0.0002198274472794615
signup_date_2025-09-03 00:00:00+00:00,0.00021931045591746016
signup_date_2025-04-18 00:00:00+00:00,0.00021913952249992587
signup_date_2025-07-08 00:00:00+00:00,0.00021486549868962308
signup_date_2025-06-26 00:00:00+00:00,0.00021178935548092986
signup_date_2025-08-28 00:00:00+00:00,0.00021143402613841555
signup_date_2024-05-31 00:00:00+00:00,0.00020893017836486335
signup_date_2025-04-04 00:00:00+00:00,0.0002061744296087579
signup_date_2025-08-06 00:00:00+00:00,0.00020378341874382957
signup_date_2024-05-20 00:00:00+00:00,0.00020299464882813522
signup_date_2024-03-08 00:00:00+00:00,0.0002022494865786952
signup_date_2024-04-19 00:00:00+00:00,0.00020179113403170427
signup_date_2024-02-09 00:00:00+00:00,0.0001994035754942094
signup_date_2024-05-18 00:00:00+00:00,0.00019872676338985137
signup_date_2024-03-25 00:00:00+00:00,0.00019523122212369373
signup_date_2024-06-28 00:00:00+00:00,0.00019201840913890902
signup_date_2024-01-16 00:00:00+00:00,0.00019126219369984272
signup_date_2024-01-24 00:00:00+00:00,0.00018744921850003178
signup_date_2024-03-20 00:00:00+00:00,0.00018660350520430504
signup_date_2025-06-06 00:00:00+00:00,0.00018650760196733496
signup_date_2024-03-31 00:00:00+00:00,0.00018305112548399724
signup_date_2024-02-19 00:00:00+00:00,0.00018129046011688607
signup_date_2025-09-24 00:00:00+00:00,0.0001792949339695675
signup_date_2024-01-29 00:00:00+00:00,0.0001772270624935126
signup_date_2024-07-08 00:00:00+00:00,0.00017621805507329633
signup_date_2024-02-28 00:00:00+00:00,0.0001761159013748897
signup_date_2025-09-17 00:00:00+00:00,0.0001753073272598493
signup_date_2024-02-10 00:00:00+00:00,0.00017205920971570567
signup_date_2024-01-23 00:00:00+00:00,0.00017101162763400818
signup_date_2024-02-11 00:00:00+00:00,0.00017071909678195927
signup_date_2024-05-17 00:00:00+00:00,0.00016957471684427694
signup_date_2024-01-05 00:00:00+00:00,0.0001675754470715234
signup_date_2024-02-07 00:00:00+00:00,0.00016634817952533354
signup_date_2024-05-03 00:00:00+00:00,0.00016626587984579208
signup_date_2024-04-28 00:00:00+00:00,0.0001644402783127282
signup_date_2024-02-03 00:00:00+00:00,0.00016396939243336833
signup_date_2024-04-17 00:00:00+00:00,0.000163947396540176
signup_date_2024-02-29 00:00:00+00:00,0.0001633537363057442
signup_date_2024-02-15 00:00:00+00:00,0.00016141546128917457
signup_date_2024-09-06 00:00:00+00:00,0.00016134292324546454
signup_date_2025-03-29 00:00:00+00:00,0.00015833667902174982
signup_date_2024-04-06 00:00:00+00:00,0.00015817318696683427
signup_date_2025-07-28 00:00:00+00:00,0.00015754836176800762
signup_date_2024-06-07 00:00:00+00:00,0.00015742444517742712
signup_date_2024-01-28 00:00:00+00:00,0.0001568578636532445
signup_date_2024-05-30 00:00:00+00:00,0.00015419333790080896
signup_date_2025-05-24 00:00:00+00:00,0.0001537715315928455
signup_date_2024-02-25 00:00:00+00:00,0.00015186143808347037
signup_date_2025-01-19 00:00:00+00:00,0.0001510999521592461
signup_date_2024-02-12 00:00:00+00:00,0.000150990110685357
signup_date_2024-02-13 00:00:00+00:00,0.0001478165312291313
signup_date_2024-05-16 00:00:00+00:00,0.00014688562469882322
signup_date_2024-04-26 00:00:00+00:00,0.000146408356210789
signup_date_2024-03-21 00:00:00+00:00,0.00014539342175332368
signup_date_2024-03-26 00:00:00+00:00,0.00014521458960701822
signup_date_2024-04-13 00:00:00+00:00,0.0001447558149603882
signup_date_2024-05-26 00:00:00+00:00,0.0001446098048756188
signup_date_2024-07-06 00:00:00+00:00,0.0001421745108458117
signup_date_2024-05-04 00:00:00+00:00,0.00014107979291775225
signup_date_2024-03-11 00:00:00+00:00,0.000140593141151428
signup_date_2024-04-23 00:00:00+00:00,0.0001401378869934849
signup_date_2024-01-04 00:00:00+00:00,0.00013998555417831125
signup_date_2024-05-24 00:00:00+00:00,0.0001398840613567445
signup_date_2025-06-24 00:00:00+00:00,0.00013859896015381548
signup_date_2024-10-16 00:00:00+00:00,0.00013758422142996015
signup_date_2024-03-10 00:00:00+00:00,0.00013756095368511903
signup_date_2024-03-06 00:00:00+00:00,0.00013600071673919786
signup_date_2024-09-15 00:00:00+00:00,0.00013480225170851495
signup_date_2025-08-08 00:00:00+00:00,0.00013455392681454399
signup_date_2024-06-14 00:00:00+00:00,0.0001345233509576938
signup_date_2024-08-19 00:00:00+00:00,0.00013341843119348167
signup_date_2025-07-23 00:00:00+00:00,0.00013273617030184215
signup_date_2024-08-09 00:00:00+00:00,0.00013187967039810007
signup_date_2024-09-12 00:00:00+00:00,0.00013110425122975114
signup_date_2024-05-14 00:00:00+00:00,0.00013068497669598407
signup_date_2024-01-20 00:00:00+00:00,0.00013020213631666062
signup_date_2024-05-29 00:00:00+00:00,0.0001298129952726587
signup_date_2024-06-20 00:00:00+00:00,0.00012754317514096153
signup_date_2024-03-09 00:00:00+00:00,0.00012632839241702982
signup_date_2024-01-02 00:00:00+00:00,0.00012585910719522844
signup_date_2024-02-24 00:00:00+00:00,0.00012568332932059753
signup_date_2024-07-03 00:00:00+00:00,0.0001248612347063446
signup_date_2024-05-28 00:00:00+00:00,0.00012455326711198136
signup_date_2024-06-11 00:00:00+00:00,0.0001231922406575163
signup_date_2024-07-07 00:00:00+00:00,0.00012309709016205026
signup_date_2024-08-23 00:00:00+00:00,0.00012047062354307556
signup_date_2024-07-24 00:00:00+00:00,0.00012026665867672536
signup_date_2024-04-07 00:00:00+00:00,0.0001191555896254809
